"Notes","Leading Cancer Sites","Leading Cancer Sites Code","States","States Code","Year","Year Code","Sex","Sex Code","Ethnicity","Ethnicity Code",Count,Population,Age-Adjusted Rate,Age-Adjusted Rate Lower 95% Confidence Interval,Age-Adjusted Rate Upper 95% Confidence Interval,Age-Adjusted Rate Standard Error,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"Lung and Bronchus","22030","Iowa","19","2007","2007","Male","M","Non-Hispanic","2186-5",1071,255120,433.2,407.5,460.0,13.3,419.8,395.0,445.7,12.8
,"Lung and Bronchus","22030","Iowa","19","2008","2008","Female","F","Non-Hispanic","2186-5",901,332807,274.3,256.4,293.2,9.3,270.7,253.3,289.0,9.0
,"Lung and Bronchus","22030","Iowa","19","2008","2008","Male","M","Non-Hispanic","2186-5",1085,261385,434.4,408.7,461.2,13.3,415.1,390.8,440.5,12.6
,"Lung and Bronchus","22030","Iowa","19","2009","2009","Female","F","Non-Hispanic","2186-5",913,337321,276.1,258.2,294.9,9.3,270.7,253.4,288.8,9.0
,"Lung and Bronchus","22030","Iowa","19","2009","2009","Male","M","Non-Hispanic","2186-5",1091,267514,426.0,400.9,452.3,13.0,407.8,384.0,432.8,12.3
,"Lung and Bronchus","22030","Iowa","19","2010","2010","Female","F","Non-Hispanic","2186-5",873,342223,262.3,244.9,280.6,9.0,255.1,238.5,272.6,8.6
,"Lung and Bronchus","22030","Iowa","19","2010","2010","Male","M","Non-Hispanic","2186-5",1128,274852,437.5,412.1,464.1,13.2,410.4,386.8,435.1,12.2
,"Lung and Bronchus","22030","Iowa","19","2011","2011","Female","F","Non-Hispanic","2186-5",839,347082,248.4,231.6,266.2,8.7,241.7,225.6,258.7,8.3
,"Lung and Bronchus","22030","Iowa","19","2011","2011","Male","M","Non-Hispanic","2186-5",1081,281898,410.3,385.9,435.8,12.6,383.5,361.0,407.0,11.7
,"Lung and Bronchus","22030","Iowa","19","2012","2012","Female","F","Non-Hispanic","2186-5",873,352260,258.4,241.2,276.4,8.9,247.8,231.7,264.8,8.4
,"Lung and Bronchus","22030","Iowa","19","2012","2012","Male","M","Non-Hispanic","2186-5",1074,289772,399.2,375.4,424.2,12.4,370.6,348.8,393.5,11.3
,"Lung and Bronchus","22030","Iowa","19","2013","2013","Female","F","Non-Hispanic","2186-5",874,357212,254.5,237.6,272.2,8.8,244.7,228.7,261.4,8.3
,"Lung and Bronchus","22030","Iowa","19","2013","2013","Male","M","Non-Hispanic","2186-5",1091,297124,395.9,372.4,420.5,12.2,367.2,345.7,389.6,11.1
,"Lung and Bronchus","22030","Iowa","19","2014","2014","Female","F","Non-Hispanic","2186-5",968,363076,277.2,259.7,295.5,9.1,266.6,250.1,283.9,8.6
,"Lung and Bronchus","22030","Iowa","19","2014","2014","Male","M","Non-Hispanic","2186-5",1108,304836,396.8,373.4,421.3,12.1,363.5,342.4,385.5,10.9
,"Lung and Bronchus","22030","Iowa","19","2015","2015","Female","F","Non-Hispanic","2186-5",945,368913,269.6,252.4,287.6,8.9,256.2,240.1,273.0,8.3
,"Lung and Bronchus","22030","Iowa","19","2015","2015","Male","M","Non-Hispanic","2186-5",1160,312892,404.0,380.6,428.4,12.1,370.7,349.7,392.7,10.9
,"Lung and Bronchus","22030","Iowa","19","2016","2016","Female","F","Non-Hispanic","2186-5",951,374937,266.7,249.7,284.5,8.8,253.6,237.8,270.3,8.2
,"Lung and Bronchus","22030","Iowa","19","2016","2016","Male","M","Non-Hispanic","2186-5",1075,320352,365.0,343.0,388.1,11.4,335.6,315.8,356.2,10.2
,"Lung and Bronchus","22030","Iowa","19","2017","2017","Female","F","Non-Hispanic","2186-5",1014,380798,279.2,262.0,297.3,8.9,266.3,250.1,283.2,8.4
,"Lung and Bronchus","22030","Iowa","19","2017","2017","Male","M","Non-Hispanic","2186-5",1180,327912,392.2,369.6,415.8,11.7,359.9,339.6,381.0,10.5
,"Lung and Bronchus","22030","Iowa","19","2018","2018","Female","F","Non-Hispanic","2186-5",1008,387039,271.7,254.9,289.2,8.7,260.4,244.6,277.0,8.2
,"Lung and Bronchus","22030","Iowa","19","2018","2018","Male","M","Non-Hispanic","2186-5",1156,335302,373.3,351.5,396.0,11.2,344.8,325.2,365.2,10.1
,"Lung and Bronchus","22030","Iowa","19","2019","2019","Female","F","Non-Hispanic","2186-5",1052,393527,277.8,261.0,295.3,8.7,267.3,251.4,284.0,8.2
,"Lung and Bronchus","22030","Iowa","19","2019","2019","Male","M","Non-Hispanic","2186-5",1189,342571,372.4,351.0,394.7,11.1,347.1,327.6,367.4,10.1
,"Lung and Bronchus","22030","Iowa","19","2020","2020","Female","F","Non-Hispanic","2186-5",978,400256,255.2,239.3,271.9,8.3,244.3,229.3,260.2,7.8
,"Lung and Bronchus","22030","Iowa","19","2020","2020","Male","M","Non-Hispanic","2186-5",1105,350399,343.2,322.7,364.5,10.6,315.4,297.0,334.5,9.5
,"Lung and Bronchus","22030","Iowa","19","2021","2021","Female","F","Non-Hispanic","2186-5",1068,406522,272.6,256.3,289.7,8.4,262.7,247.2,279.0,8.0
,"Lung and Bronchus","22030","Iowa","19","2021","2021","Male","M","Non-Hispanic","2186-5",1179,356157,355.1,334.6,376.5,10.6,331.0,312.4,350.5,9.6
,"Lung and Bronchus","22030","Iowa","19","2022","2022","Female","F","Non-Hispanic","2186-5",1115,412363,278.0,261.8,294.9,8.4,270.4,254.8,286.7,8.1
,"Lung and Bronchus","22030","Iowa","19","2022","2022","Male","M","Non-Hispanic","2186-5",1137,361149,332.6,313.1,352.9,10.1,314.8,296.8,333.7,9.3
,"Lung and Bronchus","22030","Kansas","20","1999","1999","Female","F","Non-Hispanic","2186-5",581,258126,227.8,209.5,247.3,9.6,225.1,207.2,244.2,9.3
,"Lung and Bronchus","22030","Kansas","20","1999","1999","Male","M","Non-Hispanic","2186-5",849,189161,451.4,421.4,482.9,15.5,448.8,419.1,480.1,15.4
,"Lung and Bronchus","22030","Kansas","20","2000","2000","Female","F","Non-Hispanic","2186-5",567,257041,224.5,206.2,244.0,9.5,220.6,202.8,239.5,9.3
,"Lung and Bronchus","22030","Kansas","20","2000","2000","Male","M","Non-Hispanic","2186-5",823,189304,436.7,407.3,467.6,15.3,434.8,405.6,465.5,15.2
,"Lung and Bronchus","22030","Kansas","20","2001","2001","Female","F","Non-Hispanic","2186-5",583,256506,230.1,211.5,249.8,9.6,227.3,209.2,246.5,9.4
,"Lung and Bronchus","22030","Kansas","20","2001","2001","Male","M","Non-Hispanic","2186-5",834,190147,443.3,413.6,474.5,15.4,438.6,409.3,469.4,15.2
,"Lung and Bronchus","22030","Kansas","20","2002","2002","Female","F","Non-Hispanic","2186-5",599,256294,238.1,219.2,258.2,9.8,233.7,215.4,253.2,9.5
,"Lung and Bronchus","22030","Kansas","20","2002","2002","Male","M","Non-Hispanic","2186-5",785,191659,411.0,382.7,440.9,14.7,409.6,381.4,439.3,14.6
,"Lung and Bronchus","22030","Kansas","20","2003","2003","Female","F","Non-Hispanic","2186-5",614,257634,240.4,221.5,260.4,9.8,238.3,219.8,257.9,9.6
,"Lung and Bronchus","22030","Kansas","20","2003","2003","Male","M","Non-Hispanic","2186-5",852,194883,442.0,412.7,472.8,15.2,437.2,408.3,467.6,15.0
,"Lung and Bronchus","22030","Kansas","20","2004","2004","Female","F","Non-Hispanic","2186-5",596,259217,235.1,216.4,255.0,9.8,229.9,211.8,249.1,9.4
,"Lung and Bronchus","22030","Kansas","20","2004","2004","Male","M","Non-Hispanic","2186-5",833,197735,429.8,401.0,460.1,14.9,421.3,393.1,450.9,14.6
,"Lung and Bronchus","22030","Kansas","20","2005","2005","Female","F","Non-Hispanic","2186-5",667,260442,259.7,240.1,280.5,10.2,256.1,237.0,276.3,9.9
,"Lung and Bronchus","22030","Kansas","20","2005","2005","Male","M","Non-Hispanic","2186-5",885,200599,450.8,421.4,481.6,15.2,441.2,412.6,471.2,14.8
,"Lung and Bronchus","22030","Kansas","20","2006","2006","Female","F","Non-Hispanic","2186-5",681,261830,267.7,247.7,288.8,10.4,260.1,240.9,280.4,10.0
,"Lung and Bronchus","22030","Kansas","20","2006","2006","Male","M","Non-Hispanic","2186-5",812,203640,408.3,380.6,437.5,14.4,398.7,371.8,427.1,14.0
,"Lung and Bronchus","22030","Kansas","20","2007","2007","Female","F","Non-Hispanic","2186-5",651,267804,249.8,230.7,270.0,9.9,243.1,224.8,262.5,9.5
,"Lung and Bronchus","22030","Kansas","20","2007","2007","Male","M","Non-Hispanic","2186-5",881,210859,435.2,406.8,465.1,14.8,417.8,390.7,446.3,14.1
,"Lung and Bronchus","22030","Kansas","20","2008","2008","Female","F","Non-Hispanic","2186-5",664,272053,251.9,232.9,272.1,9.9,244.1,225.9,263.4,9.5
,"Lung and Bronchus","22030","Kansas","20","2008","2008","Male","M","Non-Hispanic","2186-5",870,216379,423.4,395.5,452.7,14.5,402.1,375.8,429.7,13.6
,"Lung and Bronchus","22030","Kansas","20","2009","2009","Female","F","Non-Hispanic","2186-5",761,276791,283.9,263.8,305.0,10.4,274.9,255.7,295.2,10.0
,"Lung and Bronchus","22030","Kansas","20","2009","2009","Male","M","Non-Hispanic","2186-5",789,222586,371.7,345.9,398.9,13.4,354.5,330.2,380.1,12.6
,"Lung and Bronchus","22030","Kansas","20","2010","2010","Female","F","Non-Hispanic","2186-5",709,281962,259.4,240.4,279.6,9.9,251.5,233.3,270.7,9.4
,"Lung and Bronchus","22030","Kansas","20","2010","2010","Male","M","Non-Hispanic","2186-5",779,229239,359.6,334.5,386.2,13.1,339.8,316.4,364.5,12.2
,"Lung and Bronchus","22030","Kansas","20","2011","2011","Female","F","Non-Hispanic","2186-5",689,286327,252.8,234.0,272.7,9.8,240.6,223.0,259.3,9.2
,"Lung and Bronchus","22030","Kansas","20","2011","2011","Male","M","Non-Hispanic","2186-5",833,235439,377.6,352.0,404.6,13.3,353.8,330.2,378.7,12.3
,"Lung and Bronchus","22030","Kansas","20","2012","2012","Female","F","Non-Hispanic","2186-5",661,291413,237.0,219.0,256.1,9.4,226.8,209.9,244.8,8.8
,"Lung and Bronchus","22030","Kansas","20","2012","2012","Male","M","Hispanic","2135-2",19,8678,283.8,166.7,449.8,67.9,218.9,131.8,341.9,50.2
,"Lung and Bronchus","22030","Kansas","20","2012","2012","Male","M","Non-Hispanic","2186-5",816,241658,365.5,340.4,392.0,13.0,337.7,314.9,361.7,11.8
,"Lung and Bronchus","22030","Kansas","20","2013","2013","Female","F","Non-Hispanic","2186-5",753,296402,266.1,247.2,286.2,9.9,254.0,236.2,272.9,9.3
,"Lung and Bronchus","22030","Kansas","20","2013","2013","Male","M","Non-Hispanic","2186-5",868,248120,379.9,354.5,406.6,13.2,349.8,326.9,373.9,11.9
,"Lung and Bronchus","22030","Kansas","20","2014","2014","Female","F","Hispanic","2135-2",16,10940,169.0,94.6,277.7,43.6,146.3,83.6,237.5,36.6
,"Lung and Bronchus","22030","Kansas","20","2014","2014","Female","F","Non-Hispanic","2186-5",717,302267,254.6,236.0,274.2,9.7,237.2,220.2,255.2,8.9
,"Lung and Bronchus","22030","Kansas","20","2014","2014","Male","M","Non-Hispanic","2186-5",832,254648,355.6,331.3,381.2,12.6,326.7,304.9,349.7,11.3
,"Lung and Bronchus","22030","Kansas","20","2015","2015","Female","F","Hispanic","2135-2",20,11550,200.6,120.3,313.3,46.3,173.2,105.8,267.4,38.7
,"Lung and Bronchus","22030","Kansas","20","2015","2015","Female","F","Non-Hispanic","2186-5",794,307922,273.5,254.5,293.5,9.9,257.9,240.2,276.4,9.2
,"Lung and Bronchus","22030","Kansas","20","2015","2015","Male","M","Non-Hispanic","2186-5",828,261337,350.6,326.6,375.9,12.5,316.8,295.6,339.2,11.0
,"Lung and Bronchus","22030","Kansas","20","2016","2016","Female","F","Hispanic","2135-2",20,12263,205.2,123.4,319.0,47.2,163.1,99.6,251.9,36.5
,"Lung and Bronchus","22030","Kansas","20","2016","2016","Female","F","Non-Hispanic","2186-5",721,313392,244.4,226.6,263.2,9.3,230.1,213.6,247.5,8.6
,"Lung and Bronchus","22030","Kansas","20","2016","2016","Male","M","Non-Hispanic","2186-5",790,268005,322.6,299.9,346.6,11.8,294.8,274.6,316.1,10.5
,"Lung and Bronchus","22030","Kansas","20","2017","2017","Female","F","Non-Hispanic","2186-5",704,319179,231.4,214.3,249.4,8.9,220.6,204.6,237.5,8.3
,"Lung and Bronchus","22030","Kansas","20","2017","2017","Male","M","Non-Hispanic","2186-5",878,274434,353.1,329.5,378.0,12.2,319.9,299.1,341.8,10.8
,"Lung and Bronchus","22030","Kansas","20","2018","2018","Female","F","Non-Hispanic","2186-5",825,324829,267.5,249.3,286.7,9.5,254.0,236.9,271.9,8.8
,"Lung and Bronchus","22030","Kansas","20","2018","2018","Male","M","Non-Hispanic","2186-5",814,280219,314.4,292.6,337.4,11.3,290.5,270.9,311.1,10.2
,"Lung and Bronchus","22030","Kansas","20","2019","2019","Female","F","Non-Hispanic","2186-5",799,330897,252.8,235.4,271.2,9.1,241.5,225.0,258.8,8.5
,"Lung and Bronchus","22030","Kansas","20","2019","2019","Male","M","Hispanic","2135-2",31,14046,307.0,203.2,443.4,58.5,220.7,150.0,313.3,39.6
,"Lung and Bronchus","22030","Kansas","20","2019","2019","Male","M","Non-Hispanic","2186-5",868,286691,326.8,304.9,349.9,11.4,302.8,283.0,323.6,10.3
,"Lung and Bronchus","22030","Kansas","20","2020","2020","Female","F","Non-Hispanic","2186-5",807,336902,248.7,231.6,266.7,8.9,239.5,223.3,256.6,8.4
,"Lung and Bronchus","22030","Kansas","20","2020","2020","Male","M","Hispanic","2135-2",19,15134,163.0,93.8,262.5,40.3,125.5,75.6,196.1,28.8
,"Lung and Bronchus","22030","Kansas","20","2020","2020","Male","M","Non-Hispanic","2186-5",715,292901,264.7,245.2,285.4,10.2,244.1,226.5,262.7,9.1
,"Lung and Bronchus","22030","Kansas","20","2021","2021","Female","F","Hispanic","2135-2",18,16447,122.7,70.5,198.0,30.4,109.4,64.9,173.0,25.8
,"Lung and Bronchus","22030","Kansas","20","2021","2021","Female","F","Non-Hispanic","2186-5",802,342472,243.6,226.9,261.3,8.7,234.2,218.3,251.0,8.3
,"Lung and Bronchus","22030","Kansas","20","2021","2021","Male","M","Hispanic","2135-2",20,15961,167.3,98.3,265.3,40.0,125.3,76.5,193.5,28.0
,"Lung and Bronchus","22030","Kansas","20","2021","2021","Male","M","Non-Hispanic","2186-5",808,297261,286.7,266.7,307.8,10.4,271.8,253.4,291.2,9.6
,"Lung and Bronchus","22030","Kansas","20","2022","2022","Female","F","Hispanic","2135-2",29,17365,192.1,126.1,279.9,37.3,167.0,111.8,239.8,31.0
,"Lung and Bronchus","22030","Kansas","20","2022","2022","Female","F","Non-Hispanic","2186-5",787,347832,233.9,217.7,251.0,8.4,226.3,210.7,242.6,8.1
,"Lung and Bronchus","22030","Kansas","20","2022","2022","Male","M","Hispanic","2135-2",18,16870,122.0,69.3,200.1,30.8,106.7,63.2,168.6,25.1
,"Lung and Bronchus","22030","Kansas","20","2022","2022","Male","M","Non-Hispanic","2186-5",854,301438,300.6,280.3,321.9,10.5,283.3,264.6,303.0,9.7
,"Lung and Bronchus","22030","Kentucky","21","1999","1999","Female","F","Non-Hispanic","2186-5",1204,385920,313.5,296.0,331.7,9.0,312.0,294.6,330.1,9.0
,"Lung and Bronchus","22030","Kentucky","21","1999","1999","Male","M","Non-Hispanic","2186-5",1867,280576,684.5,653.1,717.0,16.2,665.4,635.6,696.3,15.4
,"Lung and Bronchus","22030","Kentucky","21","2000","2000","Female","F","Non-Hispanic","2186-5",1261,387937,327.2,309.4,345.8,9.2,325.1,307.4,343.5,9.2
,"Lung and Bronchus","22030","Kentucky","21","2000","2000","Male","M","Non-Hispanic","2186-5",1916,283423,688.9,657.8,721.0,16.0,676.0,646.1,707.0,15.4
,"Lung and Bronchus","22030","Kentucky","21","2001","2001","Female","F","Non-Hispanic","2186-5",1293,389560,335.0,317.0,353.8,9.3,331.9,314.1,350.5,9.2
,"Lung and Bronchus","22030","Kentucky","21","2001","2001","Male","M","Non-Hispanic","2186-5",1988,287136,714.3,682.6,747.2,16.4,692.4,662.3,723.5,15.5
,"Lung and Bronchus","22030","Kentucky","21","2002","2002","Female","F","Non-Hispanic","2186-5",1384,392590,355.2,336.7,374.4,9.6,352.5,334.2,371.6,9.5
,"Lung and Bronchus","22030","Kentucky","21","2002","2002","Male","M","Non-Hispanic","2186-5",1943,292020,690.8,659.7,723.0,16.0,665.4,636.1,695.6,15.1
,"Lung and Bronchus","22030","Kentucky","21","2003","2003","Female","F","Non-Hispanic","2186-5",1402,398409,356.4,337.9,375.6,9.5,351.9,333.7,370.8,9.4
,"Lung and Bronchus","22030","Kentucky","21","2003","2003","Male","M","Non-Hispanic","2186-5",1964,299438,679.3,648.9,710.7,15.7,655.9,627.2,685.6,14.8
,"Lung and Bronchus","22030","Kentucky","21","2004","2004","Female","F","Non-Hispanic","2186-5",1393,402318,352.2,333.9,371.3,9.5,346.2,328.3,364.9,9.3
,"Lung and Bronchus","22030","Kentucky","21","2004","2004","Male","M","Non-Hispanic","2186-5",1995,305108,684.8,654.3,716.3,15.7,653.9,625.5,683.2,14.6
,"Lung and Bronchus","22030","Kentucky","21","2005","2005","Female","F","Non-Hispanic","2186-5",1476,408585,368.5,349.9,387.9,9.6,361.2,343.1,380.2,9.4
,"Lung and Bronchus","22030","Kentucky","21","2005","2005","Male","M","Non-Hispanic","2186-5",1959,313012,651.5,622.3,681.7,15.1,625.9,598.4,654.2,14.1
,"Lung and Bronchus","22030","Kentucky","21","2006","2006","Female","F","Non-Hispanic","2186-5",1517,415600,371.1,352.6,390.3,9.6,365.0,346.9,383.9,9.4
,"Lung and Bronchus","22030","Kentucky","21","2006","2006","Male","M","Non-Hispanic","2186-5",1989,320848,650.0,621.1,679.9,14.9,619.9,593.0,647.8,13.9
,"Lung and Bronchus","22030","Kentucky","21","2007","2007","Female","F","Hispanic","2135-2",20,2592,830.8,503.5,1290.2,188.4,771.6,471.3,1191.7,172.5
,"Lung and Bronchus","22030","Kentucky","21","2007","2007","Female","F","Non-Hispanic","2186-5",1551,427850,370.3,352.0,389.3,9.5,362.5,344.7,381.0,9.2
,"Lung and Bronchus","22030","Kentucky","21","2007","2007","Male","M","Non-Hispanic","2186-5",1973,334186,624.2,596.2,653.1,14.4,590.4,564.6,617.0,13.3
,"Lung and Bronchus","22030","Kentucky","21","2008","2008","Female","F","Non-Hispanic","2186-5",1627,438683,380.5,362.1,399.6,9.5,370.9,353.1,389.4,9.2
,"Lung and Bronchus","22030","Kentucky","21","2008","2008","Male","M","Non-Hispanic","2186-5",2053,346255,632.3,604.4,661.1,14.4,592.9,567.5,619.1,13.1
,"Lung and Bronchus","22030","Kentucky","21","2009","2009","Female","F","Non-Hispanic","2186-5",1595,448671,367.3,349.3,385.9,9.3,355.5,338.3,373.4,8.9
,"Lung and Bronchus","22030","Kentucky","21","2009","2009","Male","M","Hispanic","2135-2",18,2755,597.6,334.9,1000.0,154.0,653.4,387.2,1032.6,154.0
,"Lung and Bronchus","22030","Kentucky","21","2009","2009","Male","M","Non-Hispanic","2186-5",2067,357579,620.6,593.3,648.8,14.1,578.1,553.4,603.5,12.7
,"Lung and Bronchus","22030","Kentucky","21","2010","2010","Female","F","Non-Hispanic","2186-5",1649,459017,371.4,353.5,389.9,9.2,359.2,342.1,377.0,8.8
,"Lung and Bronchus","22030","Kentucky","21","2010","2010","Male","M","Hispanic","2135-2",19,2973,834.1,486.6,1328.8,201.8,639.1,384.8,998.0,146.6
,"Lung and Bronchus","22030","Kentucky","21","2010","2010","Male","M","Non-Hispanic","2186-5",2085,368264,618.5,591.4,646.5,14.0,566.2,542.1,591.0,12.4
,"Lung and Bronchus","22030","Kentucky","21","2011","2011","Female","F","Non-Hispanic","2186-5",1668,468390,371.9,354.1,390.4,9.2,356.1,339.2,373.6,8.7
,"Lung and Bronchus","22030","Kentucky","21","2011","2011","Male","M","Non-Hispanic","2186-5",2017,378907,581.1,555.1,607.9,13.4,532.3,509.3,556.1,11.9
,"Lung and Bronchus","22030","Kentucky","21","2012","2012","Female","F","Non-Hispanic","2186-5",1710,477921,372.0,354.4,390.3,9.1,357.8,341.0,375.2,8.7
,"Lung and Bronchus","22030","Kentucky","21","2012","2012","Male","M","Non-Hispanic","2186-5",2022,389927,561.3,536.2,587.2,12.9,518.6,496.2,541.7,11.5
,"Lung and Bronchus","22030","Kentucky","21","2013","2013","Female","F","Non-Hispanic","2186-5",1741,487338,375.5,357.9,393.8,9.1,357.2,340.7,374.4,8.6
,"Lung and Bronchus","22030","Kentucky","21","2013","2013","Male","M","Non-Hispanic","2186-5",2105,400078,578.2,552.9,604.4,13.1,526.1,503.9,549.1,11.5
,"Lung and Bronchus","22030","Kentucky","21","2014","2014","Female","F","Non-Hispanic","2186-5",1759,498239,366.9,349.7,384.6,8.9,353.0,336.7,369.9,8.4
,"Lung and Bronchus","22030","Kentucky","21","2014","2014","Male","M","Non-Hispanic","2186-5",2168,411560,573.3,548.5,599.0,12.8,526.8,504.8,549.4,11.3
,"Lung and Bronchus","22030","Kentucky","21","2015","2015","Female","F","Non-Hispanic","2186-5",1792,508645,369.4,352.3,387.2,8.9,352.3,336.2,369.0,8.3
,"Lung and Bronchus","22030","Kentucky","21","2015","2015","Male","M","Non-Hispanic","2186-5",2078,422605,540.9,516.9,565.6,12.3,491.7,470.8,513.3,10.8
,"Lung and Bronchus","22030","Kentucky","21","2016","2016","Female","F","Non-Hispanic","2186-5",1732,518990,351.7,335.1,368.9,8.6,333.7,318.2,349.8,8.0
,"Lung and Bronchus","22030","Kentucky","21","2016","2016","Male","M","Non-Hispanic","2186-5",2114,432911,536.6,513.0,560.9,12.1,488.3,467.7,509.6,10.6
,"Lung and Bronchus","22030","Kentucky","21","2017","2017","Female","F","Non-Hispanic","2186-5",1878,528935,370.0,353.3,387.4,8.7,355.1,339.2,371.5,8.2
,"Lung and Bronchus","22030","Kentucky","21","2017","2017","Male","M","Non-Hispanic","2186-5",2151,443337,526.9,504.0,550.6,11.8,485.2,464.9,506.1,10.5
,"Lung and Bronchus","22030","Kentucky","21","2018","2018","Female","F","Non-Hispanic","2186-5",1902,539513,364.2,347.8,381.2,8.5,352.5,336.9,368.7,8.1
,"Lung and Bronchus","22030","Kentucky","21","2018","2018","Male","M","Non-Hispanic","2186-5",2087,453497,493.2,471.5,515.7,11.2,460.2,440.7,480.4,10.1
,"Lung and Bronchus","22030","Kentucky","21","2019","2019","Female","F","Non-Hispanic","2186-5",2042,549278,383.3,366.6,400.4,8.6,371.8,355.8,388.2,8.2
,"Lung and Bronchus","22030","Kentucky","21","2019","2019","Male","M","Non-Hispanic","2186-5",2203,463611,507.2,485.5,529.7,11.2,475.2,455.5,495.4,10.1
,"Lung and Bronchus","22030","Kentucky","21","2020","2020","Female","F","Non-Hispanic","2186-5",1868,559587,341.8,326.3,357.9,8.0,333.8,318.8,349.3,7.7
,"Lung and Bronchus","22030","Kentucky","21","2020","2020","Male","M","Non-Hispanic","2186-5",2174,474033,490.3,469.1,512.2,10.9,458.6,439.5,478.3,9.8
,"Lung and Bronchus","22030","Kentucky","21","2021","2021","Female","F","Non-Hispanic","2186-5",1985,568549,359.2,343.4,375.5,8.2,349.1,333.9,364.8,7.8
,"Lung and Bronchus","22030","Kentucky","21","2021","2021","Male","M","Non-Hispanic","2186-5",2157,481230,477.9,457.2,499.4,10.7,448.2,429.5,467.6,9.7
,"Lung and Bronchus","22030","Kentucky","21","2022","2022","Female","F","Non-Hispanic","2186-5",1946,576876,342.7,327.6,358.5,7.8,337.3,322.5,352.7,7.6
,"Lung and Bronchus","22030","Kentucky","21","2022","2022","Male","M","Hispanic","2135-2",16,8873,218.5,119.4,366.5,58.5,180.3,103.1,292.8,45.1
,"Lung and Bronchus","22030","Kentucky","21","2022","2022","Male","M","Non-Hispanic","2186-5",2089,487769,450.5,430.7,471.0,10.2,428.3,410.1,447.0,9.4
,"Lung and Bronchus","22030","Louisiana","22","1999","1999","Female","F","Non-Hispanic","2186-5",1009,390299,258.2,242.5,274.7,8.1,258.5,242.8,275.0,8.1
,"Lung and Bronchus","22030","Louisiana","22","1999","1999","Male","M","Hispanic","2135-2",18,4668,418.6,237.8,687.7,105.7,385.6,228.5,609.4,90.9
,"Lung and Bronchus","22030","Louisiana","22","1999","1999","Male","M","Non-Hispanic","2186-5",1648,281533,600.3,571.1,630.7,15.1,585.4,557.4,614.3,14.4
,"Lung and Bronchus","22030","Louisiana","22","2000","2000","Female","F","Non-Hispanic","2186-5",964,392652,246.0,230.7,262.0,7.9,245.5,230.3,261.5,7.9
,"Lung and Bronchus","22030","Louisiana","22","2000","2000","Male","M","Hispanic","2135-2",16,4989,316.6,179.2,526.9,80.3,320.7,183.3,520.8,80.2
,"Lung and Bronchus","22030","Louisiana","22","2000","2000","Male","M","Non-Hispanic","2186-5",1618,283950,588.6,559.7,618.6,14.9,569.8,542.4,598.3,14.2
,"Lung and Bronchus","22030","Louisiana","22","2001","2001","Female","F","Non-Hispanic","2186-5",1101,394023,279.8,263.5,296.8,8.4,279.4,263.2,296.4,8.4
,"Lung and Bronchus","22030","Louisiana","22","2001","2001","Male","M","Non-Hispanic","2186-5",1541,287103,552.9,525.1,581.8,14.4,536.7,510.3,564.2,13.7
,"Lung and Bronchus","22030","Louisiana","22","2002","2002","Female","F","Non-Hispanic","2186-5",1042,397326,263.1,247.3,279.5,8.2,262.3,246.6,278.7,8.1
,"Lung and Bronchus","22030","Louisiana","22","2002","2002","Male","M","Hispanic","2135-2",16,5421,301.0,168.3,502.8,77.8,295.1,168.7,479.3,73.8
,"Lung and Bronchus","22030","Louisiana","22","2002","2002","Male","M","Non-Hispanic","2186-5",1465,291695,517.8,491.1,545.6,13.8,502.2,476.8,528.6,13.1
,"Lung and Bronchus","22030","Louisiana","22","2003","2003","Female","F","Non-Hispanic","2186-5",1108,402246,278.1,261.9,295.0,8.4,275.5,259.5,292.2,8.3
,"Lung and Bronchus","22030","Louisiana","22","2003","2003","Male","M","Hispanic","2135-2",19,5708,380.8,222.5,609.4,91.9,332.9,200.4,519.8,76.4
,"Lung and Bronchus","22030","Louisiana","22","2003","2003","Male","M","Non-Hispanic","2186-5",1534,298145,540.9,513.6,569.3,14.1,514.5,489.1,540.9,13.1
,"Lung and Bronchus","22030","Louisiana","22","2004","2004","Female","F","Non-Hispanic","2186-5",1124,405783,279.8,263.6,296.6,8.4,277.0,261.0,293.7,8.3
,"Lung and Bronchus","22030","Louisiana","22","2004","2004","Male","M","Non-Hispanic","2186-5",1620,303497,559.7,532.2,588.2,14.2,533.8,508.1,560.4,13.3
,"Lung and Bronchus","22030","Louisiana","22","2005","2005","Female","F","Hispanic","2135-2",21,8037,273.0,168.5,418.0,59.9,261.3,161.7,399.4,57.0
,"Lung and Bronchus","22030","Louisiana","22","2005","2005","Female","F","Non-Hispanic","2186-5",1065,398248,271.5,255.4,288.3,8.3,267.4,251.6,284.0,8.2
,"Lung and Bronchus","22030","Louisiana","22","2005","2005","Male","M","Hispanic","2135-2",17,6098,338.1,193.6,547.6,84.3,278.8,162.4,446.4,67.6
,"Lung and Bronchus","22030","Louisiana","22","2005","2005","Male","M","Non-Hispanic","2186-5",1511,301110,520.7,494.2,548.2,13.7,501.8,476.8,527.8,12.9
,"Lung and Bronchus","22030","Louisiana","22","2006","2006","Female","F","Non-Hispanic","2186-5",1061,394790,271.6,255.5,288.5,8.4,268.8,252.8,285.4,8.3
